2021-10-15 12:01:13,454 p=3162 u=eduardgevorkyan n=ansible | PLAY [all] *********************************************************************
2021-10-15 12:09:01,011 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=10254/tcp)
2021-10-15 12:09:01,208 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=10254/tcp)
2021-10-15 12:09:01,262 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=10254/tcp)
2021-10-15 12:09:03,761 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=10257/tcp)
2021-10-15 12:09:04,038 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=10257/tcp)
2021-10-15 12:09:04,042 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=10257/tcp)
2021-10-15 12:09:06,359 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=10255/tcp)
2021-10-15 12:09:06,954 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=10255/tcp)
2021-10-15 12:09:06,961 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=10255/tcp)
2021-10-15 12:09:08,890 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=10252/tcp)
2021-10-15 12:09:09,639 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=10252/tcp)
2021-10-15 12:09:09,644 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=10252/tcp)
2021-10-15 12:09:11,314 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=10259/tcp)
2021-10-15 12:09:12,801 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=10259/tcp)
2021-10-15 12:09:12,851 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=10259/tcp)
2021-10-15 12:09:13,968 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=22623/tcp)
2021-10-15 12:09:15,763 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=22623/tcp)
2021-10-15 12:09:15,768 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=22623/tcp)
2021-10-15 12:09:16,430 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=30000-32767/tcp)
2021-10-15 12:09:18,393 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=30000-32767/tcp)
2021-10-15 12:09:18,448 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=30000-32767/tcp)
2021-10-15 12:09:18,858 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=53/udp)
2021-10-15 12:09:21,064 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=53/udp)
2021-10-15 12:09:21,099 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=53/udp)
2021-10-15 12:09:21,396 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=500/udp)
2021-10-15 12:09:23,777 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=500/udp)
2021-10-15 12:09:23,848 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=500/udp)
2021-10-15 12:09:24,058 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=8472/udp)
2021-10-15 12:09:26,367 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=8472/udp)
2021-10-15 12:09:26,583 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=8472/udp)
2021-10-15 12:09:26,646 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=4500/udp)
2021-10-15 12:09:28,952 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=4500/udp)
2021-10-15 12:09:29,211 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=4789/udp)
2021-10-15 12:09:29,267 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=4500/udp)
2021-10-15 12:09:31,424 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=4789/udp)
2021-10-15 12:09:31,971 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=4789/udp)
2021-10-15 12:09:32,048 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=5353/udp)
2021-10-15 12:09:34,301 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=5353/udp)
2021-10-15 12:09:34,990 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=5353/udp)
2021-10-15 12:09:35,063 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=6081/udp)
2021-10-15 12:09:37,124 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=6081/udp)
2021-10-15 12:09:38,016 p=3162 u=eduardgevorkyan n=ansible | ok: [k3s3] => (item=8472/udp)
2021-10-15 12:09:38,019 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=6081/udp)
2021-10-15 12:09:40,070 p=3162 u=eduardgevorkyan n=ansible | ok: [k3s2] => (item=8472/udp)
2021-10-15 12:09:40,550 p=3162 u=eduardgevorkyan n=ansible | ok: [k3s1] => (item=8472/udp)
2021-10-15 12:09:40,625 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=9000-9999/udp)
2021-10-15 12:09:42,635 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=9000-9999/udp)
2021-10-15 12:09:43,121 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=9000-9999/udp)
2021-10-15 12:09:43,347 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=30000-32767/udp)
2021-10-15 12:09:45,237 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=30000-32767/udp)
2021-10-15 12:09:45,933 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=30000-32767/udp)
2021-10-15 12:09:46,041 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=1936/tcp)
2021-10-15 12:09:47,827 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=1936/tcp)
2021-10-15 12:09:48,559 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=1936/tcp)
2021-10-15 12:09:48,623 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=3306/tcp)
2021-10-15 12:09:50,352 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=3306/tcp)
2021-10-15 12:09:51,040 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=3306/tcp)
2021-10-15 12:09:51,128 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=4567/tcp)
2021-10-15 12:09:52,804 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=4567/tcp)
2021-10-15 12:09:53,508 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=4567/tcp)
2021-10-15 12:09:53,598 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=4568/tcp)
2021-10-15 12:09:55,212 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=4568/tcp)
2021-10-15 12:09:56,041 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=4568/tcp)
2021-10-15 12:09:56,046 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=4444/tcp)
2021-10-15 12:09:57,772 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=4444/tcp)
2021-10-15 12:09:58,515 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=4567/udp)
2021-10-15 12:09:58,596 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=4444/tcp)
2021-10-15 12:09:59,846 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=4567/udp)
2021-10-15 12:10:00,376 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=4567/udp)
2021-10-15 12:10:00,425 p=3162 u=eduardgevorkyan n=ansible | TASK [set hostname] ************************************************************
2021-10-15 12:10:00,713 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s2] => (item={'host': '172.22.22.5', 'hostname': 'k3s1'}) 
2021-10-15 12:10:00,805 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s3] => (item={'host': '172.22.22.5', 'hostname': 'k3s1'}) 
2021-10-15 12:10:00,859 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s3] => (item={'host': '172.22.22.6', 'hostname': 'k3s2'}) 
2021-10-15 12:10:04,304 p=3162 u=eduardgevorkyan n=ansible | ok: [k3s1] => (item={'host': '172.22.22.5', 'hostname': 'k3s1'})
2021-10-15 12:10:04,347 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s1] => (item={'host': '172.22.22.6', 'hostname': 'k3s2'}) 
2021-10-15 12:10:04,382 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s1] => (item={'host': '172.22.22.7', 'hostname': 'k3s3'}) 
2021-10-15 12:10:04,470 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item={'host': '172.22.22.7', 'hostname': 'k3s3'})
2021-10-15 12:10:04,479 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item={'host': '172.22.22.6', 'hostname': 'k3s2'})
2021-10-15 12:10:04,498 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s2] => (item={'host': '172.22.22.7', 'hostname': 'k3s3'}) 
2021-10-15 12:10:04,513 p=3162 u=eduardgevorkyan n=ansible | TASK [open services web] *******************************************************
2021-10-15 12:10:07,223 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=https)
2021-10-15 12:10:07,452 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=https)
2021-10-15 12:10:07,454 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=https)
2021-10-15 12:10:09,849 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=http)
2021-10-15 12:10:10,065 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=http)
2021-10-15 12:10:10,067 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=http)
2021-10-15 12:10:10,085 p=3162 u=eduardgevorkyan n=ansible | TASK [open protocols] **********************************************************
2021-10-15 12:10:12,848 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=ah)
2021-10-15 12:10:13,177 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=ah)
2021-10-15 12:10:13,182 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=ah)
2021-10-15 12:10:15,390 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=esp)
2021-10-15 12:10:15,801 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=esp)
2021-10-15 12:10:15,807 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=esp)
2021-10-15 12:10:18,110 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item=112)
2021-10-15 12:10:18,419 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item=112)
2021-10-15 12:10:18,467 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item=112)
2021-10-15 12:10:18,486 p=3162 u=eduardgevorkyan n=ansible | TASK [create interface] ********************************************************
2021-10-15 12:10:18,717 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s2] => (item={'host': '172.22.22.5', 'ipv4': '172.20.254.1/24'}) 
2021-10-15 12:10:18,781 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s3] => (item={'host': '172.22.22.5', 'ipv4': '172.20.254.1/24'}) 
2021-10-15 12:10:18,814 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s3] => (item={'host': '172.22.22.6', 'ipv4': '172.20.254.2/24'}) 
2021-10-15 12:10:21,834 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s2] => (item={'host': '172.22.22.6', 'ipv4': '172.20.254.2/24'})
2021-10-15 12:10:21,893 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s2] => (item={'host': '172.22.22.7', 'ipv4': '172.20.254.3/24'}) 
2021-10-15 12:10:21,923 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s1] => (item={'host': '172.22.22.5', 'ipv4': '172.20.254.1/24'})
2021-10-15 12:10:21,946 p=3162 u=eduardgevorkyan n=ansible | changed: [k3s3] => (item={'host': '172.22.22.7', 'ipv4': '172.20.254.3/24'})
2021-10-15 12:10:21,961 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s1] => (item={'host': '172.22.22.6', 'ipv4': '172.20.254.2/24'}) 
2021-10-15 12:10:21,978 p=3162 u=eduardgevorkyan n=ansible | skipping: [k3s1] => (item={'host': '172.22.22.7', 'ipv4': '172.20.254.3/24'}) 
2021-10-15 12:10:21,986 p=3162 u=eduardgevorkyan n=ansible | PLAY RECAP *********************************************************************
2021-10-15 12:10:21,986 p=3162 u=eduardgevorkyan n=ansible | k3s1                       : ok=8    changed=6    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-10-15 12:10:21,986 p=3162 u=eduardgevorkyan n=ansible | k3s2                       : ok=8    changed=7    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-10-15 12:10:21,987 p=3162 u=eduardgevorkyan n=ansible | k3s3                       : ok=8    changed=7    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-10-15 12:11:10,179 p=4625 u=eduardgevorkyan n=ansible | - downloading role 'ansible_mariadb_galera_cluster', owned by eradical
2021-10-15 12:11:11,722 p=4625 u=eduardgevorkyan n=ansible | - downloading role from https://github.com/eRadical/ansible-mariadb-galera-cluster/archive/master.tar.gz
2021-10-15 12:11:13,271 p=4625 u=eduardgevorkyan n=ansible | - extracting eradical.ansible_mariadb_galera_cluster to /home/eduardgevorkyan/demo-mysql/roles/eradical.ansible_mariadb_galera_cluster
2021-10-15 12:11:13,293 p=4625 u=eduardgevorkyan n=ansible | - eradical.ansible_mariadb_galera_cluster (master) was installed successfully
2021-10-15 12:33:54,305 p=5807 u=eduardgevorkyan n=ansible | PLAY [MariaDB cluster deployment] ********************************************************************************************************
2021-10-15 12:33:54,337 p=5807 u=eduardgevorkyan n=ansible | TASK [Gathering Facts] *******************************************************************************************************************
2021-10-15 12:33:58,033 p=5807 u=eduardgevorkyan n=ansible | ok: [k3s3]
2021-10-15 12:33:58,054 p=5807 u=eduardgevorkyan n=ansible | ok: [k3s2]
2021-10-15 12:33:58,070 p=5807 u=eduardgevorkyan n=ansible | ok: [k3s1]
2021-10-15 12:33:58,089 p=5807 u=eduardgevorkyan n=ansible | TASK [Deployment] ************************************************************************************************************************
2021-10-15 12:33:58,703 p=5807 u=eduardgevorkyan n=ansible | TASK [eradical.ansible_mariadb_galera_cluster : gather os specific variables] ************************************************************
2021-10-15 12:33:58,962 p=5807 u=eduardgevorkyan n=ansible | ok: [k3s1] => (item=/home/eduardgevorkyan/demo-mysql/roles/eradical.ansible_mariadb_galera_cluster/vars/fedora.yml)
2021-10-15 12:33:59,054 p=5807 u=eduardgevorkyan n=ansible | ok: [k3s2] => (item=/home/eduardgevorkyan/demo-mysql/roles/eradical.ansible_mariadb_galera_cluster/vars/fedora.yml)
2021-10-15 12:33:59,102 p=5807 u=eduardgevorkyan n=ansible | ok: [k3s3] => (item=/home/eduardgevorkyan/demo-mysql/roles/eradical.ansible_mariadb_galera_cluster/vars/fedora.yml)
2021-10-15 12:33:59,125 p=5807 u=eduardgevorkyan n=ansible | TASK [eradical.ansible_mariadb_galera_cluster : ensure NIC specified in 'galera_cluster_bind_interface' exists] **************************
2021-10-15 12:33:59,299 p=5807 u=eduardgevorkyan n=ansible | fatal: [k3s1]: FAILED! => {
    "assertion": "galera_cluster_bind_interface in ansible_interfaces",
    "changed": false,
    "evaluated_to": false,
    "msg": "The NIC name \"ens32.1@ens32\" specified in \"galera_cluster_bind_interface\" does not exist on the target host. Available interfaces are: \"ens32,ens32.1,lo\"."
}
2021-10-15 12:33:59,365 p=5807 u=eduardgevorkyan n=ansible | fatal: [k3s2]: FAILED! => {
    "assertion": "galera_cluster_bind_interface in ansible_interfaces",
    "changed": false,
    "evaluated_to": false,
    "msg": "The NIC name \"ens32.1@ens32\" specified in \"galera_cluster_bind_interface\" does not exist on the target host. Available interfaces are: \"ens32,ens32.1,lo\"."
}
2021-10-15 12:33:59,413 p=5807 u=eduardgevorkyan n=ansible | fatal: [k3s3]: FAILED! => {
    "assertion": "galera_cluster_bind_interface in ansible_interfaces",
    "changed": false,
    "evaluated_to": false,
    "msg": "The NIC name \"ens32.1@ens32\" specified in \"galera_cluster_bind_interface\" does not exist on the target host. Available interfaces are: \"ens32.1,ens32,lo\"."
}
2021-10-15 12:33:59,418 p=5807 u=eduardgevorkyan n=ansible | PLAY RECAP *******************************************************************************************************************************
2021-10-15 12:33:59,419 p=5807 u=eduardgevorkyan n=ansible | k3s1                       : ok=2    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2021-10-15 12:33:59,419 p=5807 u=eduardgevorkyan n=ansible | k3s2                       : ok=2    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2021-10-15 12:33:59,419 p=5807 u=eduardgevorkyan n=ansible | k3s3                       : ok=2    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2021-10-15 12:35:13,165 p=5939 u=eduardgevorkyan n=ansible | PLAY [MariaDB cluster deployment] ********************************************************************************************************
2021-10-15 12:35:13,215 p=5939 u=eduardgevorkyan n=ansible | TASK [Gathering Facts] *******************************************************************************************************************
2021-10-15 12:35:16,392 p=5939 u=eduardgevorkyan n=ansible | ok: [k3s2]
2021-10-15 12:35:16,465 p=5939 u=eduardgevorkyan n=ansible | ok: [k3s3]
2021-10-15 12:35:16,472 p=5939 u=eduardgevorkyan n=ansible | ok: [k3s1]
2021-10-15 12:35:16,492 p=5939 u=eduardgevorkyan n=ansible | TASK [Deployment] ************************************************************************************************************************
2021-10-15 12:35:16,923 p=5939 u=eduardgevorkyan n=ansible | TASK [eradical.ansible_mariadb_galera_cluster : gather os specific variables] ************************************************************
2021-10-15 12:35:17,165 p=5939 u=eduardgevorkyan n=ansible | ok: [k3s1] => (item=/home/eduardgevorkyan/demo-mysql/roles/eradical.ansible_mariadb_galera_cluster/vars/fedora.yml)
2021-10-15 12:35:17,223 p=5939 u=eduardgevorkyan n=ansible | ok: [k3s2] => (item=/home/eduardgevorkyan/demo-mysql/roles/eradical.ansible_mariadb_galera_cluster/vars/fedora.yml)
2021-10-15 12:35:17,279 p=5939 u=eduardgevorkyan n=ansible | ok: [k3s3] => (item=/home/eduardgevorkyan/demo-mysql/roles/eradical.ansible_mariadb_galera_cluster/vars/fedora.yml)
2021-10-15 12:35:17,310 p=5939 u=eduardgevorkyan n=ansible | TASK [eradical.ansible_mariadb_galera_cluster : ensure NIC specified in 'galera_cluster_bind_interface' exists] **************************
2021-10-15 12:35:17,515 p=5939 u=eduardgevorkyan n=ansible | ok: [k3s1] => {
    "changed": false,
    "msg": "All assertions passed"
}
2021-10-15 12:35:17,562 p=5939 u=eduardgevorkyan n=ansible | ok: [k3s2] => {
    "changed": false,
    "msg": "All assertions passed"
}
2021-10-15 12:35:17,602 p=5939 u=eduardgevorkyan n=ansible | ok: [k3s3] => {
    "changed": false,
    "msg": "All assertions passed"
}
2021-10-15 12:35:17,626 p=5939 u=eduardgevorkyan n=ansible | TASK [eradical.ansible_mariadb_galera_cluster : debian | update package list] ************************************************************
2021-10-15 12:35:17,786 p=5939 u=eduardgevorkyan n=ansible | skipping: [k3s1]
2021-10-15 12:35:17,852 p=5939 u=eduardgevorkyan n=ansible | skipping: [k3s2]
2021-10-15 12:35:17,883 p=5939 u=eduardgevorkyan n=ansible | skipping: [k3s3]
2021-10-15 12:35:17,901 p=5939 u=eduardgevorkyan n=ansible | TASK [eradical.ansible_mariadb_galera_cluster : debian | installing pre-reqs] ************************************************************
2021-10-15 12:35:18,057 p=5939 u=eduardgevorkyan n=ansible | skipping: [k3s1]
2021-10-15 12:35:18,116 p=5939 u=eduardgevorkyan n=ansible | skipping: [k3s2]
2021-10-15 12:35:18,169 p=5939 u=eduardgevorkyan n=ansible | skipping: [k3s3]
2021-10-15 12:35:18,217 p=5939 u=eduardgevorkyan n=ansible | TASK [eradical.ansible_mariadb_galera_cluster : debian | adding MariaDB Repo Keys] *******************************************************
2021-10-15 12:35:18,427 p=5939 u=eduardgevorkyan n=ansible | skipping: [k3s1]
2021-10-15 12:35:18,502 p=5939 u=eduardgevorkyan n=ansible | skipping: [k3s2]
2021-10-15 12:35:18,523 p=5939 u=eduardgevorkyan n=ansible | skipping: [k3s3]
2021-10-15 12:35:18,550 p=5939 u=eduardgevorkyan n=ansible | TASK [eradical.ansible_mariadb_galera_cluster : debian | adding MariaDB Repo Keys] *******************************************************
2021-10-15 12:35:18,715 p=5939 u=eduardgevorkyan n=ansible | skipping: [k3s1]
